company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Paramount Global,2019,1,Strategic_Announcement,Unknown,"Just a few examples historically include our partnership with Netflix and international territories for Star Trek Discovery, our participation with virtual MVPDs such as Hulu Live and YouTube TV, our channel deals for All Access and Showtime with Amazon, Roku, and Apple, our partnership with the NFL for CBS All Access, our Emmy Award-winning Snapchat Discover Show starring James Corden, our Facebook Watch partnership",3.0,CEO,CEO,"Just a few examples historically include our partnership with Netflix and international territories for Star Trek Discovery, our participation with virtual MVPDs such as Hulu Live and YouTube TV, our channel deals for All Access and Showtime with Amazon, Roku, and Apple, our partnership with the NFL for CBS All Access, our Emmy Award-winning Snapchat Discover Show starring James Corden, our Facebook Watch partnership",3.0
Paramount Global,2019,1,Strategic_Announcement,Unknown,"And now when we're launching these new AVOD services, we roll right from CBSN, that team and that stack, you know, helps the CBS Sports HQ team and theirs.",3.0,CEO,CEO,"And now when we're launching these new AVOD services, we roll right from CBSN, that team and that stack, you know, helps the CBS Sports HQ team and theirs.",3.0
Paramount Global,2019,1,CEO_Quote,Unknown,"Not only does this enable efficiencies in digital operations, but it also ensures an entrepreneurial drive and product expertise not seen in the digital divisions of most traditional media companies.",2.9,CEO,CEO,"Not only does this enable efficiencies in digital operations, but it also ensures an entrepreneurial drive and product expertise not seen in the digital divisions of most traditional media companies.",2.9
Paramount Global,2019,1,CEO_Quote,Unknown,"We believe the combination of 30-plus shows per season from the number one CBS television network, 11 shows per year and growing from all-access originals, the power of the award-winning Showtime lineup, our 10,000-plus episode library from Cheers to the Good Wife, our increasingly popular AVOD channels, our live local feed of over 200 CBS stations, and the dozens of premium live sports, news, and entertainment event",2.9,CEO,CEO,"We believe the combination of 30-plus shows per season from the number one CBS television network, 11 shows per year and growing from all-access originals, the power of the award-winning Showtime lineup, our 10,000-plus episode library from Cheers to the Good Wife, our increasingly popular AVOD channels, our live local feed of over 200 CBS stations, and the dozens of premium live sports, news, and entertainment event",2.9
Paramount Global,2019,2,Strategic_Announcement,Unknown,"So, again, similar type of analysis is really what we're looking for to introduce, you know, again, content while, again, we're selling advertising against the good fight, which rates well.",5.0,CEO,CEO,"So, again, similar type of analysis is really what we're looking for to introduce, you know, again, content while, again, we're selling advertising against the good fight, which rates well.",5.0
Paramount Global,2019,2,Strategic_Announcement,Unknown,"Again, it was to basically introduce The Good Fight, which we think is a highly acclaimed show, to a much broader audience that's on the CBS television network.",4.0,CEO,CEO,"Again, it was to basically introduce The Good Fight, which we think is a highly acclaimed show, to a much broader audience that's on the CBS television network.",4.0
Paramount Global,2019,2,CEO_Quote,Unknown,"Again, it was to basically introduce The Good Fight, which we think is a highly acclaimed show, to a much broader audience that's on the CBS television network.",3.9,CEO,CEO,"Again, it was to basically introduce The Good Fight, which we think is a highly acclaimed show, to a much broader audience that's on the CBS television network.",3.9
Paramount Global,2019,4,Strategic_Announcement,Unknown,"We have must-see content in news, in sports, in entertainment, and we have a model that gets deals done, including having a range of partnership levers, whether that's in advanced ad sales, doing more and more working with them in the broadband space, You know, we started that with Pluto.",5.0,CEO,CEO,"We have must-see content in news, in sports, in entertainment, and we have a model that gets deals done, including having a range of partnership levers, whether that's in advanced ad sales, doing more and more working with them in the broadband space, You know, we started that with Pluto.",5.0
Paramount Global,2020,3,CFO_Financial_Detail,Unknown,"In terms of the streaming investment piece, you know, we're not going to provide any specific guidance for 21 at this point.",3.9636,CFO,CFO,"In terms of the streaming investment piece, you know, we're not going to provide any specific guidance for 21 at this point.",3.9636
Paramount Global,2020,3,CFO_Financial_Detail,Unknown,"Remember, our domestic streaming and digital video revenue is growing 50% on an annual run rate of $2.5 billion.",3.9091,CFO,CFO,"Remember, our domestic streaming and digital video revenue is growing 50% on an annual run rate of $2.5 billion.",3.9091
Paramount Global,2020,4,Strategic_Announcement,Unknown,"For one, we will launch with near universal awareness of the Paramount Plus I think it's a good sign that I don't have to tell you much about the Paramount Plus marketing campaign because the statistics suggest you've already seen it.",5.0,OTHER,,"For one, we will launch with near universal awareness of the Paramount Plus I think it's a good sign that I don't have to tell you much about the Paramount Plus marketing campaign because the statistics suggest you've already seen it.",5.0
Paramount Global,2020,4,Strategic_Announcement,Unknown,"When my co-founders and I launched Pluto TV nearly seven years ago, we led with linear interest-based channels at a time when everybody was moving to on-demand.",4.0,OTHER,,"When my co-founders and I launched Pluto TV nearly seven years ago, we led with linear interest-based channels at a time when everybody was moving to on-demand.",4.0
Paramount Global,2020,4,Strategic_Announcement,Unknown,"Through innovative partnerships with Samsung, LG, Amazon, Verizon, TiVo, and Vizio, we've already integrated Pluto directly into over 100 million devices.",4.0,OTHER,,"Through innovative partnerships with Samsung, LG, Amazon, Verizon, TiVo, and Vizio, we've already integrated Pluto directly into over 100 million devices.",4.0
